Loading data...
Vocabulary Size: 126197
Train/Dev split: 85710/9523
Writing to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160

2018-11-04T05:09:24.061990: step 1, loss 3.26253, acc 0.5
2018-11-04T08:45:28.055318: step 17059, loss 0.0108838, acc 1
2018-11-04T08:45:28.684926: step 17060, loss 0.0306132, acc 0.984375
2018-11-04T08:45:29.325195: step 17061, loss 0.0148187, acc 0.984375
2018-11-04T08:45:29.956241: step 17062, loss 0.0179049, acc 1
2018-11-04T08:45:30.588568: step 17063, loss 0.0526556, acc 0.96875
2018-11-04T08:45:31.215560: step 17064, loss 0.311523, acc 0.984375
2018-11-04T08:45:31.843594: step 17065, loss 0.0039523, acc 1
2018-11-04T08:45:32.468378: step 17066, loss 2.28349e-05, acc 1
2018-11-04T08:45:33.100174: step 17067, loss 0.000204877, acc 1
2018-11-04T08:45:33.739580: step 17068, loss 0.0185129, acc 0.984375
2018-11-04T08:45:34.376316: step 17069, loss 0.0168902, acc 1
2018-11-04T08:45:35.004147: step 17070, loss 0.00242617, acc 1
2018-11-04T08:45:35.633415: step 17071, loss 0.0308632, acc 0.984375
2018-11-04T08:45:36.271272: step 17072, loss 0.0174981, acc 1
2018-11-04T08:45:36.897213: step 17073, loss 0.0226363, acc 1
2018-11-04T08:45:37.532806: step 17074, loss 0.000214157, acc 1
2018-11-04T08:45:38.165756: step 17075, loss 0.0332799, acc 0.984375
2018-11-04T08:45:38.795230: step 17076, loss 0.0120797, acc 1
2018-11-04T08:45:39.430563: step 17077, loss 0.0429439, acc 0.96875
2018-11-04T08:45:40.065389: step 17078, loss 0.0425855, acc 0.984375
2018-11-04T08:45:40.694162: step 17079, loss 0.0404609, acc 0.96875
2018-11-04T08:45:41.323811: step 17080, loss 0.0257579, acc 0.984375
2018-11-04T08:45:41.951578: step 17081, loss 0.0425467, acc 0.96875
2018-11-04T08:45:42.579606: step 17082, loss 0.00771847, acc 1
2018-11-04T08:45:43.219299: step 17083, loss 0.0206175, acc 0.984375
2018-11-04T08:45:43.849067: step 17084, loss 0.00781617, acc 1
2018-11-04T08:45:44.491026: step 17085, loss 0.0156221, acc 1
2018-11-04T08:45:45.121254: step 17086, loss 0.0319721, acc 0.96875
2018-11-04T08:45:45.747833: step 17087, loss 0.0136714, acc 0.984375
2018-11-04T08:45:46.375886: step 17088, loss 0.0549005, acc 0.953125
2018-11-04T08:45:47.006654: step 17089, loss 0.0337946, acc 0.984375
2018-11-04T08:45:47.633878: step 17090, loss 0.00495078, acc 1
2018-11-04T08:45:48.263236: step 17091, loss 0.0156528, acc 1
2018-11-04T08:45:48.894828: step 17092, loss 0.00829719, acc 1
2018-11-04T08:45:49.521346: step 17093, loss 0.0304855, acc 0.984375
2018-11-04T08:45:50.150705: step 17094, loss 0.0137109, acc 0.984375
2018-11-04T08:45:50.773876: step 17095, loss 0.000766271, acc 1
2018-11-04T08:45:51.406064: step 17096, loss 0.0239209, acc 0.984375
2018-11-04T08:45:52.038751: step 17097, loss 0.0524096, acc 0.984375
2018-11-04T08:45:52.664697: step 17098, loss 0.024506, acc 1
2018-11-04T08:45:53.291554: step 17099, loss 0.029517, acc 0.96875
2018-11-04T08:45:53.917764: step 17100, loss 0.014592, acc 1

Evaluation:
2018-11-04T08:46:05.315959: step 17100, loss 1.36476, acc 0.820435

Saved model checkpoint to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160/checkpoints/model-17100

2018-11-04T08:46:08.312240: step 17101, loss 0.0503308, acc 0.984375
2018-11-04T08:46:08.937280: step 17102, loss 0.04362, acc 0.96875
2018-11-04T08:46:09.561477: step 17103, loss 0.0295831, acc 0.96875
2018-11-04T08:46:10.199392: step 17104, loss 0.0457538, acc 0.96875
2018-11-04T08:46:10.828751: step 17105, loss 0.0627431, acc 0.96875
2018-11-04T08:46:11.464388: step 17106, loss 0.000812399, acc 1
2018-11-04T08:46:12.088312: step 17107, loss 0.0513008, acc 0.96875
2018-11-04T08:46:12.756954: step 17108, loss 0.0227506, acc 0.984375
2018-11-04T08:46:13.396810: step 17109, loss 0.0206581, acc 0.984375
2018-11-04T08:46:14.033522: step 17110, loss 0.0216718, acc 0.984375
2018-11-04T08:46:14.673269: step 17111, loss 0.019508, acc 0.984375
2018-11-04T08:46:15.303669: step 17112, loss 0.039867, acc 0.96875
2018-11-04T08:46:15.937497: step 17113, loss 0.0335468, acc 0.984375
2018-11-04T08:46:16.578927: step 17114, loss 0.0366587, acc 1
2018-11-04T08:46:17.199982: step 17115, loss 0.0272922, acc 1
2018-11-04T08:46:17.846307: step 17116, loss 0.0215505, acc 0.984375
2018-11-04T08:46:18.495721: step 17117, loss 0.0221471, acc 0.984375
2018-11-04T08:46:19.168226: step 17118, loss 0.0155207, acc 1
2018-11-04T08:46:19.900806: step 17119, loss 0.0455622, acc 0.953125
2018-11-04T08:46:20.596078: step 17120, loss 0.00888757, acc 1
2018-11-04T08:46:21.307576: step 17121, loss 0.0220991, acc 0.984375
2018-11-04T08:46:21.977940: step 17122, loss 0.0233712, acc 1
2018-11-04T08:46:22.685421: step 17123, loss 0.20433, acc 0.984375
2018-11-04T08:46:23.405273: step 17124, loss 0.0410396, acc 0.96875
2018-11-04T08:46:24.130001: step 17125, loss 0.00282791, acc 1
2018-11-04T08:46:24.784038: step 17126, loss 0.0362007, acc 0.96875
2018-11-04T08:46:25.419783: step 17127, loss 0.0299778, acc 0.984375
2018-11-04T08:46:26.055929: step 17128, loss 0.0235706, acc 0.984375
2018-11-04T08:46:26.692545: step 17129, loss 0.0601497, acc 0.953125
2018-11-04T08:46:27.325251: step 17130, loss 0.0398134, acc 1
2018-11-04T08:46:27.960451: step 17131, loss 0.0249439, acc 1
2018-11-04T08:46:28.587768: step 17132, loss 0.0174839, acc 1
2018-11-04T08:46:29.224593: step 17133, loss 0.0474334, acc 0.984375
2018-11-04T08:46:29.859648: step 17134, loss 0.0100049, acc 1
2018-11-04T08:46:30.489609: step 17135, loss 0.00874229, acc 1
2018-11-04T08:46:31.127627: step 17136, loss 0.0175961, acc 0.984375
2018-11-04T08:46:31.753222: step 17137, loss 0.10737, acc 0.984375
2018-11-04T08:46:32.373934: step 17138, loss 0.0250915, acc 0.984375
2018-11-04T08:46:33.003474: step 17139, loss 0.00880499, acc 1
2018-11-04T08:46:33.633973: step 17140, loss 0.0214876, acc 0.984375
2018-11-04T08:46:34.271194: step 17141, loss 0.0240268, acc 1
2018-11-04T08:46:34.902733: step 17142, loss 0.0363066, acc 0.96875
2018-11-04T08:46:35.532876: step 17143, loss 0.022734, acc 0.984375
2018-11-04T08:46:36.162879: step 17144, loss 0.0376989, acc 0.96875
2018-11-04T08:46:36.791649: step 17145, loss 0.0677589, acc 0.96875
2018-11-04T08:46:37.421010: step 17146, loss 0.0451538, acc 0.953125
2018-11-04T08:46:38.055802: step 17147, loss 0.0609434, acc 0.953125
2018-11-04T08:46:38.680700: step 17148, loss 0.00192925, acc 1
2018-11-04T08:46:39.316021: step 17149, loss 0.0383703, acc 0.96875
2018-11-04T08:46:39.942711: step 17150, loss 0.0129158, acc 1
2018-11-04T08:46:40.577014: step 17151, loss 0.0140561, acc 0.984375
2018-11-04T08:46:41.207238: step 17152, loss 0.0289359, acc 0.96875
2018-11-04T08:46:41.837405: step 17153, loss 0.0560931, acc 0.953125
2018-11-04T08:46:42.463308: step 17154, loss 0.0254192, acc 1
2018-11-04T08:46:43.099207: step 17155, loss 0.00325472, acc 1
2018-11-04T08:46:43.735231: step 17156, loss 0.0106623, acc 1
2018-11-04T08:46:44.371056: step 17157, loss 0.0597839, acc 0.96875
2018-11-04T08:46:45.005693: step 17158, loss 0.022637, acc 0.984375
2018-11-04T08:46:45.640680: step 17159, loss 0.0220474, acc 0.984375
2018-11-04T08:46:46.259252: step 17160, loss 0.0151304, acc 0.984375
2018-11-04T08:46:46.889369: step 17161, loss 0.0499583, acc 0.953125
2018-11-04T08:46:47.518596: step 17162, loss 0.0192439, acc 0.984375
2018-11-04T08:46:48.154112: step 17163, loss 0.0307183, acc 0.984375
2018-11-04T08:46:48.789349: step 17164, loss 0.0307087, acc 0.984375
2018-11-04T08:46:49.421662: step 17165, loss 7.16858e-06, acc 1
2018-11-04T08:46:50.057096: step 17166, loss 0.038329, acc 0.984375
2018-11-04T08:46:50.688731: step 17167, loss 0.0444116, acc 0.96875
2018-11-04T08:46:51.320480: step 17168, loss 0.0362928, acc 0.984375
2018-11-04T08:46:51.958405: step 17169, loss 0.0239144, acc 0.984375
2018-11-04T08:46:52.586781: step 17170, loss 0.04415, acc 0.96875
2018-11-04T08:46:53.223811: step 17171, loss 0.0272718, acc 0.96875
2018-11-04T08:46:53.854597: step 17172, loss 0.0675873, acc 0.921875
2018-11-04T08:46:54.493438: step 17173, loss 0.0454628, acc 0.96875
2018-11-04T08:46:55.129593: step 17174, loss 0.0454578, acc 0.984375
2018-11-04T08:46:55.766939: step 17175, loss 0.0258579, acc 1
2018-11-04T08:46:56.398458: step 17176, loss 0.0495275, acc 0.953125
2018-11-04T08:46:57.024937: step 17177, loss 0.00859725, acc 1
2018-11-04T08:46:57.647362: step 17178, loss 0.0404287, acc 0.953125
2018-11-04T08:46:58.287343: step 17179, loss 0.0269502, acc 0.96875
2018-11-04T08:46:58.922360: step 17180, loss 0.0221146, acc 0.984375
2018-11-04T08:46:59.559822: step 17181, loss 0.0306316, acc 0.984375
2018-11-04T08:47:00.186536: step 17182, loss 0.0268071, acc 0.984375
2018-11-04T08:47:00.819488: step 17183, loss 0.0230629, acc 0.984375
2018-11-04T08:47:01.449302: step 17184, loss 0.0234989, acc 0.984375
2018-11-04T08:47:02.075125: step 17185, loss 0.0278974, acc 0.984375
2018-11-04T08:47:02.712066: step 17186, loss 0.041911, acc 0.984375
2018-11-04T08:47:03.346664: step 17187, loss 0.0223407, acc 0.984375
2018-11-04T08:47:03.974092: step 17188, loss 0.0137333, acc 0.984375
2018-11-04T08:47:04.616323: step 17189, loss 0.0354799, acc 0.96875
2018-11-04T08:47:05.248315: step 17190, loss 0.065504, acc 0.96875
2018-11-04T08:47:05.878505: step 17191, loss 0.0177336, acc 1
2018-11-04T08:47:06.513584: step 17192, loss 0.0179455, acc 0.984375
2018-11-04T08:47:07.144561: step 17193, loss 0.00873885, acc 1
2018-11-04T08:47:07.771068: step 17194, loss 0.0242041, acc 0.984375
2018-11-04T08:47:08.405065: step 17195, loss 0.0355004, acc 0.96875
2018-11-04T08:47:09.038529: step 17196, loss 0.00862043, acc 1
2018-11-04T08:47:09.673773: step 17197, loss 0.00694245, acc 1
2018-11-04T08:47:10.308119: step 17198, loss 0.0548047, acc 0.96875
2018-11-04T08:47:10.947175: step 17199, loss 0.00360707, acc 1
2018-11-04T08:47:11.584513: step 17200, loss 0.0406119, acc 0.984375

Evaluation:
2018-11-04T08:47:22.768497: step 17200, loss 1.32356, acc 0.82075

Saved model checkpoint to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160/checkpoints/model-17200

2018-11-04T08:47:25.494286: step 17201, loss 0.0288229, acc 0.984375
2018-11-04T08:47:26.126755: step 17202, loss 0.000101734, acc 1
2018-11-04T08:47:26.755984: step 17203, loss 0.0244128, acc 0.984375
2018-11-04T08:47:27.384553: step 17204, loss 0.0469557, acc 0.96875
2018-11-04T08:47:28.013521: step 17205, loss 0.0136338, acc 0.984375
2018-11-04T08:47:28.643746: step 17206, loss 0.0175002, acc 1
2018-11-04T08:47:29.277458: step 17207, loss 0.0260757, acc 0.984375
2018-11-04T08:47:29.921186: step 17208, loss 0.0400933, acc 0.96875
2018-11-04T08:47:30.558497: step 17209, loss 0.00876047, acc 1
2018-11-04T08:47:31.184930: step 17210, loss 0.260063, acc 0.953125
2018-11-04T08:47:31.816322: step 17211, loss 0.0494077, acc 0.96875
2018-11-04T08:47:32.450336: step 17212, loss 0.0260919, acc 1
2018-11-04T08:47:33.084319: step 17213, loss 0.0270479, acc 0.984375
2018-11-04T08:47:33.718630: step 17214, loss 0.021257, acc 1
2018-11-04T08:47:34.351595: step 17215, loss 0.0105343, acc 1
2018-11-04T08:47:34.976218: step 17216, loss 0.0476368, acc 0.96875
2018-11-04T08:47:35.608981: step 17217, loss 0.0173855, acc 1
2018-11-04T08:47:36.237966: step 17218, loss 0.0267276, acc 0.96875
2018-11-04T08:47:36.871465: step 17219, loss 0.0358086, acc 0.984375
2018-11-04T08:47:37.506545: step 17220, loss 0.0134423, acc 0.984375
2018-11-04T08:47:38.139420: step 17221, loss 0.026946, acc 1
2018-11-04T08:47:38.771175: step 17222, loss 0.00899758, acc 1
2018-11-04T08:47:39.412712: step 17223, loss 0.137765, acc 0.984375
2018-11-04T08:47:40.036443: step 17224, loss 0.000425776, acc 1
2018-11-04T08:47:40.671173: step 17225, loss 0.0627075, acc 0.953125
2018-11-04T08:47:41.297385: step 17226, loss 0.0172646, acc 1
2018-11-04T08:47:41.925216: step 17227, loss 0.0153022, acc 0.984375
2018-11-04T08:47:42.558333: step 17228, loss 0.0467025, acc 0.984375
2018-11-04T08:47:43.186784: step 17229, loss 0.0631765, acc 0.953125
2018-11-04T08:47:43.820542: step 17230, loss 3.07314e-05, acc 1
2018-11-04T08:47:44.456741: step 17231, loss 0.0134263, acc 0.984375
2018-11-04T08:47:45.091893: step 17232, loss 0.0308257, acc 0.984375
2018-11-04T08:47:45.725177: step 17233, loss 0.0342119, acc 0.984375
2018-11-04T08:47:46.350341: step 17234, loss 0.0320051, acc 0.984375
2018-11-04T08:47:46.982087: step 17235, loss 0.0142138, acc 1
2018-11-04T08:47:47.615270: step 17236, loss 0.0503175, acc 0.953125
2018-11-04T08:47:48.243144: step 17237, loss 0.0340929, acc 0.984375
2018-11-04T08:47:48.873948: step 17238, loss 0.0972292, acc 0.921875
2018-11-04T08:47:49.508943: step 17239, loss 0.00286773, acc 1
2018-11-04T08:47:50.143169: step 17240, loss 0.0782937, acc 0.96875
2018-11-04T08:47:50.774987: step 17241, loss 0.00153828, acc 1
2018-11-04T08:47:51.402920: step 17242, loss 0.0292493, acc 0.984375
2018-11-04T08:47:52.034538: step 17243, loss 0.223563, acc 0.984375
2018-11-04T08:47:52.668592: step 17244, loss 0.0199968, acc 1
2018-11-04T08:47:53.295549: step 17245, loss 0.0250116, acc 0.984375
2018-11-04T08:47:53.929492: step 17246, loss 0.0298477, acc 0.984375
2018-11-04T08:47:54.559988: step 17247, loss 0.0238217, acc 0.984375
2018-11-04T08:47:55.203106: step 17248, loss 0.0330626, acc 0.96875
2018-11-04T08:47:55.831355: step 17249, loss 0.00987974, acc 1
2018-11-04T08:47:56.457653: step 17250, loss 0.0219548, acc 0.984375
2018-11-04T08:47:57.087832: step 17251, loss 0.0513031, acc 0.96875
2018-11-04T08:47:57.711978: step 17252, loss 0.419533, acc 0.953125
2018-11-04T08:47:58.337289: step 17253, loss 0.034102, acc 0.984375
2018-11-04T08:47:58.980848: step 17254, loss 0.0086865, acc 1
2018-11-04T08:47:59.621263: step 17255, loss 0.0239362, acc 0.984375
2018-11-04T08:48:00.248676: step 17256, loss 0.0238365, acc 0.984375
2018-11-04T08:48:00.876616: step 17257, loss 0.00953457, acc 1
2018-11-04T08:48:01.501379: step 17258, loss 0.0235826, acc 1
2018-11-04T08:48:02.132012: step 17259, loss 0.0156583, acc 1
2018-11-04T08:48:02.772766: step 17260, loss 0.0117424, acc 1
2018-11-04T08:48:03.399992: step 17261, loss 0.0173461, acc 1
2018-11-04T08:48:04.032438: step 17262, loss 0.0392591, acc 0.984375
2018-11-04T08:48:04.664152: step 17263, loss 0.0135058, acc 1
2018-11-04T08:48:05.299214: step 17264, loss 4.57401e-05, acc 1
2018-11-04T08:48:05.923996: step 17265, loss 0.0503445, acc 0.96875
2018-11-04T08:48:06.551945: step 17266, loss 0.0480827, acc 0.96875
2018-11-04T08:48:07.179853: step 17267, loss 0.0087184, acc 1
2018-11-04T08:48:07.811396: step 17268, loss 0.0271668, acc 0.984375
2018-11-04T08:48:08.451524: step 17269, loss 0.00156085, acc 1
2018-11-04T08:48:09.092048: step 17270, loss 0.0020449, acc 1
2018-11-04T08:48:09.734748: step 17271, loss 0.0356929, acc 0.96875
2018-11-04T08:48:10.371008: step 17272, loss 0.029868, acc 0.984375
2018-11-04T08:48:10.997335: step 17273, loss 1.05188e-05, acc 1
2018-11-04T08:48:11.627216: step 17274, loss 0.00869893, acc 1
2018-11-04T08:48:12.252925: step 17275, loss 0.0566669, acc 0.96875
2018-11-04T08:48:12.882699: step 17276, loss 0.0477242, acc 0.984375
2018-11-04T08:48:13.519718: step 17277, loss 0.0443398, acc 0.953125
2018-11-04T08:48:14.153946: step 17278, loss 0.0172725, acc 1
2018-11-04T08:48:14.779772: step 17279, loss 0.0424569, acc 0.96875
2018-11-04T08:48:15.410855: step 17280, loss 0.017109, acc 1
2018-11-04T08:48:16.039651: step 17281, loss 0.00159243, acc 1
2018-11-04T08:48:16.668648: step 17282, loss 0.0558681, acc 0.984375
2018-11-04T08:48:17.299613: step 17283, loss 0.0409544, acc 0.984375
2018-11-04T08:48:17.927493: step 17284, loss 0.0226777, acc 1
2018-11-04T08:48:18.557196: step 17285, loss 0.0243613, acc 0.984375
2018-11-04T08:48:19.190325: step 17286, loss 0.0493716, acc 0.953125
2018-11-04T08:48:19.832132: step 17287, loss 0.0257602, acc 1
2018-11-04T08:48:20.461758: step 17288, loss 0.0393273, acc 0.984375
2018-11-04T08:48:21.086816: step 17289, loss 0.0106559, acc 1
2018-11-04T08:48:21.711234: step 17290, loss 9.97766e-06, acc 1
2018-11-04T08:48:22.340181: step 17291, loss 0.0476174, acc 0.984375
2018-11-04T08:48:22.974278: step 17292, loss 0.111221, acc 0.984375
2018-11-04T08:48:23.611636: step 17293, loss 0.0248088, acc 0.984375
2018-11-04T08:48:24.245163: step 17294, loss 0.0170661, acc 0.984375
2018-11-04T08:48:24.869495: step 17295, loss 0.00029255, acc 1
2018-11-04T08:48:25.499091: step 17296, loss 0.0305815, acc 0.984375
2018-11-04T08:48:26.128495: step 17297, loss 0.0305775, acc 0.984375
2018-11-04T08:48:26.753551: step 17298, loss 0.00275589, acc 1
2018-11-04T08:48:27.378879: step 17299, loss 0.0417632, acc 0.984375
2018-11-04T08:48:28.009545: step 17300, loss 0.00848509, acc 1

Evaluation:
2018-11-04T08:48:39.210841: step 17300, loss 1.29681, acc 0.82222

Saved model checkpoint to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160/checkpoints/model-17300

2018-11-04T08:48:41.934391: step 17301, loss 0.0218077, acc 0.984375
2018-11-04T08:48:42.566489: step 17302, loss 0.0343862, acc 0.96875
2018-11-04T08:48:43.200883: step 17303, loss 0.0414207, acc 0.953125
2018-11-04T08:48:43.832889: step 17304, loss 0.016955, acc 1
2018-11-04T08:48:44.477353: step 17305, loss 0.0273686, acc 0.96875
2018-11-04T08:48:45.102137: step 17306, loss 0.0937985, acc 0.96875
2018-11-04T08:48:45.753647: step 17307, loss 0.0154486, acc 0.984375
2018-11-04T08:48:46.421805: step 17308, loss 0.0225696, acc 0.984375
2018-11-04T08:48:47.052845: step 17309, loss 0.00870609, acc 1
2018-11-04T08:48:47.690499: step 17310, loss 0.0480903, acc 0.953125
2018-11-04T08:48:48.313882: step 17311, loss 0.0401331, acc 0.984375
2018-11-04T08:48:48.956382: step 17312, loss 0.0172198, acc 1
2018-11-04T08:48:49.592272: step 17313, loss 0.0231083, acc 0.984375
2018-11-04T08:48:50.223463: step 17314, loss 0.148361, acc 0.9375
2018-11-04T08:48:50.855050: step 17315, loss 0.0440219, acc 0.953125
2018-11-04T08:48:51.489066: step 17316, loss 0.0495962, acc 0.953125
2018-11-04T08:48:52.128374: step 17317, loss 0.0303576, acc 0.984375
2018-11-04T08:48:52.777649: step 17318, loss 0.0481547, acc 0.953125
2018-11-04T08:48:53.425689: step 17319, loss 0.0467736, acc 0.96875
2018-11-04T08:48:54.063883: step 17320, loss 0.0339581, acc 0.984375
2018-11-04T08:48:54.705378: step 17321, loss 0.0368541, acc 0.96875
2018-11-04T08:48:55.345234: step 17322, loss 0.022563, acc 0.984375
2018-11-04T08:48:55.979498: step 17323, loss 0.0106481, acc 1
2018-11-04T08:48:56.610579: step 17324, loss 0.00883405, acc 1
2018-11-04T08:48:57.234347: step 17325, loss 0.0501928, acc 0.96875
2018-11-04T08:48:57.868531: step 17326, loss 0.0323062, acc 0.984375
2018-11-04T08:48:58.496665: step 17327, loss 0.0256501, acc 1
2018-11-04T08:48:59.134889: step 17328, loss 0.0108464, acc 1
2018-11-04T08:48:59.778377: step 17329, loss 0.0289464, acc 0.96875
2018-11-04T08:49:00.416030: step 17330, loss 0.0140639, acc 0.984375
2018-11-04T08:49:01.052425: step 17331, loss 0.0549882, acc 0.9375
2018-11-04T08:49:01.681653: step 17332, loss 0.041432, acc 0.96875
2018-11-04T08:49:02.307610: step 17333, loss 0.00440652, acc 1
2018-11-04T08:49:02.951146: step 17334, loss 0.00907639, acc 1
2018-11-04T08:49:03.583764: step 17335, loss 0.0161696, acc 1
2018-11-04T08:49:04.216927: step 17336, loss 0.0284229, acc 0.984375
2018-11-04T08:49:04.847686: step 17337, loss 0.177446, acc 0.96875
2018-11-04T08:49:05.478571: step 17338, loss 0.0310055, acc 0.984375
2018-11-04T08:49:06.111667: step 17339, loss 0.00767001, acc 1
2018-11-04T08:49:06.749115: step 17340, loss 0.0358121, acc 0.96875
2018-11-04T08:49:07.378052: step 17341, loss 0.149973, acc 0.953125
2018-11-04T08:49:08.010068: step 17342, loss 0.00879432, acc 1
2018-11-04T08:49:08.645106: step 17343, loss 0.0273224, acc 1
2018-11-04T08:49:09.280701: step 17344, loss 0.036816, acc 0.96875
2018-11-04T08:49:09.915878: step 17345, loss 0.00873361, acc 1
2018-11-04T08:49:10.547178: step 17346, loss 0.0342345, acc 1
2018-11-04T08:49:11.180121: step 17347, loss 0.0171209, acc 1
2018-11-04T08:49:11.814793: step 17348, loss 0.00874606, acc 1
2018-11-04T08:49:12.442254: step 17349, loss 0.0288193, acc 0.96875
2018-11-04T08:49:13.074015: step 17350, loss 0.0729159, acc 0.953125
